<trait>;Environment;YLD_HN;PHT_HN;ASI_HN;ANT_HN;SLK_HN;YLD_LN;PHT_LN;ASI_LN;ANT_LN;SIL_LN;YLD_DIFF
BGEM-0145-N;Perse_Ames2015;1.77;227.34;25.15;821.78;847.75;0.83;180.16;43.24;852.84;901.89;0.94
BGEM-0146-N;Perse_Ames2015;1.46;231.12;52.77;868.86;927.06;0.84;196.66;38.21;910.31;942.92;0.63
BGEM-0149-S;Perse_Ames2015;3.85;242.47;9.67;817.78;825.77;0.94;176.49;37.69;846.67;888.64;2.91
BGEM-0150-S;Perse_Ames2015;2.71;181.96;4.8;838.23;840.64;0.91;143.49;28.04;858.34;884.43;1.8
BGEM-0151-N;Perse_Ames2015;2.19;214.11;16.38;863.4;879.36;1.05;163.66;30.31;875.17;901.89;1.14
BGEM-0152-N;Perse_Ames2015;2.74;250.03;0.75;828.09;825.77;1.12;183.83;24.37;852.84;874.47;1.62
BGEM-0153-S;Perse_Ames2015;2.61;238.69;4.8;838.23;840.64;0.98;174.66;59.24;873.36;942.39;1.62
BGEM-0154-S;Perse_Ames2015;1.4;231.12;58.41;832.91;897.52;0.86;185.66;41.39;885.84;926.96;0.54
BGEM-0155-S;Perse_Ames2015;2.02;246.25;22.01;845.31;867.72;0.73;196.66;57.99;905.53;967.63;1.29
BGEM-0157-N;Perse_Ames2015;1.57;225.45;43.7;838.23;885.78;1.44;189.33;38.24;930.8;960.19;0.13
BGEM-0158-S;Perse_Ames2015;3.08;289.74;38.16;838.23;879.36;1.21;200.33;38.86;875.17;914.31;1.88
BGEM-0159-S;Perse_Ames2015;2.23;244.36;4.8;846.5;848.95;1;203.99;51.26;869.01;927.14;1.23
BGEM-0160-S;Perse_Ames2015;2.14;242.47;4.8;870.95;873.49;0.92;183.83;36.21;947.28;971.1;1.22
BGEM-0161-S;Perse_Ames2015;2.14;236.8;4.8;838.23;840.64;0.98;187.49;36.49;864.51;901.89;1.16
BGEM-0162-S;Perse_Ames2015;3.53;214.11;10.25;821.78;830.47;1.24;183.83;32.99;848.22;883.11;2.29
BGEM-0164-S;Perse_Ames2015;2.23;225.45;0.62;826.61;824.14;1.25;176.49;29.74;874.1;900.15;0.99
BGEM-0165-S;Perse_Ames2015;2.01;255.7;34.95;870.95;908.48;0.81;196.66;54.72;890.68;950.4;1.2
BGEM-0166-S;Perse_Ames2015;1.73;242.47;4.82;905.81;908.5;0.79;196.66;35.11;960.21;980.37;0.94
BGEM-0167-S;Perse_Ames2015;1.97;208.44;5.22;821.29;824.14;0.9;169.16;30.31;858.34;887.73;1.07
BGEM-0169-S;Perse_Ames2015;2.43;214.11;14.83;858.12;872.25;1.19;172.82;64.36;864.51;942.39;1.24
BGEM-0170-S;Perse_Ames2015;2.23;221.67;20.7;863.87;884.84;0.95;187.49;40.06;858.34;901.89;1.28
BGEM-0172-S;Perse_Ames2015;2.36;263.27;-0.83;888.75;884.84;1.22;215;40.25;921.65;955.43;1.14
BGEM-0173-S;Perse_Ames2015;1.63;234.91;10.67;821.29;830.47;0.91;194.83;33.22;869.01;900.93;0.72
BGEM-0174-N;Perse_Ames2015;3.05;206.54;20.45;876.79;897.52;0.95;174.66;44.43;863.98;912.98;2.11
BGEM-0175-S;Perse_Ames2015;2.22;238.69;30.06;876.79;908.67;0.85;178.33;52.74;905.7;960.15;1.37
BGEM-0182-N;Perse_Ames2015;2.79;244.36;10.25;826.61;835.31;1.02;187.49;26.89;890.94;910.17;1.77
BGEM-0184-N;Perse_Ames2015;2.49;216;15;790.49;804.56;1.65;181.99;30.37;832.35;865.96;0.84
BGEM-0186-S;Perse_Ames2015;3.01;216;10.93;832.91;842.42;1.12;181.99;28.04;874.1;897.68;1.89
BGEM-0187-S;Perse_Ames2015;1.53;197.09;42.63;845.31;891.65;0.76;154.49;44.77;895.69;940.15;0.77
BGEM-0188-S;Perse_Ames2015;1.69;236.8;15.88;845.31;860.61;0.79;200.33;27.36;880.27;901.89;0.9
BGEM-0190-N;Perse_Ames2015;2.56;206.54;48.57;806.96;860.05;1.19;180.16;52.51;880.84;938.9;1.37
BGEM-0191-N;Perse_Ames2015;1.7;216;40.83;858.7;903;0.77;156.32;63.69;895.69;967.63;0.93
BGEM-0192-N;Perse_Ames2015;1.45;212.22;21.44;857.56;879.36;1.02;187.49;27.08;885.84;906.17;0.42
BGEM-0193-N;Perse_Ames2015;1.43;227.34;4.8;863.4;865.92;0.89;194.83;36.22;895.69;927.73;0.54
BGEM-0196-N;Perse_Ames2015;1.73;246.25;54.22;831.92;891.65;1.09;198.49;48.72;858.34;914.47;0.64
BGEM-0198-S;Perse_Ames2015;1.58;251.92;1.48;831.92;830.47;0.96;215;30.31;864.51;892.92;0.61
BGEM-0199-S;Perse_Ames2015;3.47;250.03;0.2;826.61;823.65;0.89;196.66;38.86;858.34;900.15;2.57
BGEM-0200-S;Perse_Ames2015;2.43;223.56;9.77;883.29;891.65;1.04;180.16;55.4;905.55;963.89;1.39
BGEM-0201-N;Perse_Ames2015;1.4;208.44;67.08;845.31;920.02;0.87;172.82;50.64;875.17;931.42;0.52
BGEM-0202-N;Perse_Ames2015;2.01;198.98;9.86;870.95;879.36;1.13;161.82;23.95;905.53;918.19;0.88
BGEM-0203-N;Perse_Ames2015;1.86;225.45;57.55;816.47;880.01;0.81;176.49;52.28;885.84;942.78;1.05
BGEM-0204-N;Perse_Ames2015;2.13;253.81;5.66;831.92;835.31;0.82;215;24.13;875.17;892.92;1.3
BGEM-0205-N;Perse_Ames2015;2.69;229.23;15.4;840;854.72;0.92;183.83;38.21;900.78;934.91;1.77
BGEM-0206-N;Perse_Ames2015;2.19;204.65;9.52;858.09;866.06;0.96;169.16;38.86;885.02;922.59;1.23
BGEM-0207-N;Perse_Ames2015;2.1;210.33;8.97;806.96;814.1;0.88;165.49;29.25;854.68;883.11;1.23
BGEM-0208-N;Perse_Ames2015;2.6;244.36;31.3;802.28;835.31;0.99;192.99;40.87;841.18;888.64;1.61
BGEM-0210-N;Perse_Ames2015;1.49;251.92;42.63;845.31;891.65;0.86;185.66;58.34;896.03;960.15;0.63
BGEM-0211-N;Perse_Ames2015;4.14;231.12;26.08;858.7;885.88;1.06;189.33;41.72;890.94;931.72;3.08
BGEM-0213-S;Perse_Ames2015;3.38;257.59;-0.66;858.12;854.28;1.23;200.33;15.01;885.84;888.64;2.15
BGEM-0215-N;Perse_Ames2015;2.75;214.11;19.19;835.17;854.28;0.91;192.99;37.69;846.67;888.64;1.84
BGEM-0216-N;Perse_Ames2015;1.63;200.87;60.24;858.7;925.52;0.88;154.49;47.53;910.31;956.46;0.76
BGEM-0218-S;Perse_Ames2015;1.66;221.67;25.32;828.09;854.28;1.1;176.49;30.93;846.67;878.83;0.56
BGEM-0221-S;Perse_Ames2015;3.76;233.01;13.57;806.96;819.44;0.99;170.99;34.79;846.67;884.43;2.77
BGEM-0222-S;Perse_Ames2015;3.14;221.67;17.62;817.1;834.31;1.3;174.66;40.06;858.34;901.89;1.85
BGEM-0223-N;Perse_Ames2015;1.28;223.56;50.63;876.79;932.53;0.76;178.33;37.28;926.05;954.81;0.52
BGEM-0224-N;Perse_Ames2015;1.39;181.96;43.58;917.3;965.01;1.26;163.66;60.19;910.31;974.85;0.13
BGEM-0225-N;Perse_Ames2015;1.33;223.56;106.78;894.5;1015.46;0.87;181.99;80.36;905.53;1000.13;0.45
BGEM-0226-S;Perse_Ames2015;3.67;233.01;4.8;826.61;828.98;1.24;181.99;21.19;852.17;869.29;2.43
BGEM-0227-N;Perse_Ames2015;2.66;214.11;16.55;838.23;854.28;1.11;161.82;33.22;848.22;883.45;1.55
BGEM-0228-N;Perse_Ames2015;2.44;229.23;24.9;821.29;846.97;0.9;178.33;35.96;870.17;905.89;1.55
BGEM-0233-S;Perse_Ames2015;3.81;261.38;-12.91;858.7;840.64;1.15;191.16;26.7;900.78;918.19;2.66
BGEM-0235-N;Perse_Ames2015;2.83;234.91;4.8;905.81;908.48;1.27;158.16;27.47;915.55;931.72;1.56
BGEM-0236-S;Perse_Ames2015;3.46;238.69;-1.33;845.31;840.64;2;181.99;11.73;880.84;879.66;1.46
BGEM-0237-N;Perse_Ames2015;3.06;246.25;30.74;961.28;994.26;0.79;165.49;36.17;1013.32;1026.59;2.27
BGEM-0239-N;Perse_Ames2015;3.08;238.69;42.07;851.81;897.52;0.9;180.16;47.02;905.53;951.7;2.17
BGEM-0240-N;Perse_Ames2015;1.68;227.34;15.4;845.31;860.05;0.79;172.82;26.98;895.69;914.31;0.9
BGEM-0242-N;Perse_Ames2015;1.63;200.87;57.15;845.31;908.5;1.22;178.33;38.6;859.77;900.99;0.41
BGEM-0243-S;Perse_Ames2015;4.32;238.69;4.8;802.28;804.56;1.25;187.49;21.19;852.84;869.86;3.06
BGEM-0244-S;Perse_Ames2015;2.85;212.22;16.55;838.23;854.28;1.04;163.66;27.36;858.34;883.45;1.82
BGEM-0246-N;Perse_Ames2015;2.32;221.67;10.42;835.17;844.1;0.93;172.82;42.69;878.85;922.97;1.4
BGEM-0247-N;Perse_Ames2015;1.18;189.53;61.14;941.27;1009.45;0.92;158.16;36.73;912.7;942.78;0.26
BGEM-0248-N;Perse_Ames2015;1.5;242.47;4.8;811.79;814.1;1.1;202.16;27.05;831.93;860.78;0.4
BGEM-0250-S;Perse_Ames2015;2.39;251.92;9.54;917.3;925.52;1.01;191.16;32.71;889.86;917.72;1.37
BGEM-0252-S;Perse_Ames2015;3.17;242.47;16.38;838.23;854.08;1.12;187.49;29.78;880.84;905.89;2.04
BGEM-0253-N;Perse_Ames2015;1.45;214.11;15.4;882.25;897.13;0.94;196.66;44.71;870.17;918.59;0.51
BGEM-0254-S;Perse_Ames2015;3.4;240.58;10.13;790.49;798.91;1.38;189.33;27.05;823.65;853.81;2.02
BGEM-0255-S;Perse_Ames2015;2.04;236.8;9.86;883.2;891.65;1.11;167.32;42.31;910.79;949.28;0.93
BGEM-0256-N;Perse_Ames2015;1.47;219.78;39.7;870.95;913.98;0.78;180.16;56.35;890.94;952.98;0.69
BGEM-0257-S;Perse_Ames2015;1.92;195.2;-0.26;911.84;908.67;1.28;170.99;29.78;885.93;910.17;0.64
BGEM-0258-S;Perse_Ames2015;1.61;206.54;56.23;851.81;913.96;0.85;176.49;50.64;875.17;931.42;0.77
BGEM-0259-N;Perse_Ames2015;3.44;255.7;61.71;816.47;884.84;0.88;196.66;44.94;864.51;914.17;2.56
BGEM-0260-N;Perse_Ames2015;2.42;246.25;9.39;816.47;824.14;1.4;185.66;27.36;864.51;888.64;1.02
BGEM-0261-S;Perse_Ames2015;1.92;208.44;8.97;806.96;814.1;1.03;161.82;31.91;823.52;860.78;0.89
BGEM-0265-S;Perse_Ames2015;2.16;219.78;32.2;851.62;885.88;0.81;159.99;29.74;885.93;910.1;1.35
BGEM-0266-S;Perse_Ames2015;2.02;181.96;20.79;916.77;938.04;0.77;145.32;40.05;951.67;980.37;1.25
BGEM-0268-S;Perse_Ames2015;1.87;267.05;24.65;905.81;931.51;0.86;209.5;38.21;868.73;907.95;1.01
BGEM-0269-S;Perse_Ames2015;1.3;198.98;36.13;882.25;921.19;0.72;167.32;34.49;926.41;951.06;0.58
BGEM-0270-S;Perse_Ames2015;1.42;216;52.92;889.04;947.48;1.1;181.99;83.06;880.84;983.29;0.32
PHB47;Perse_Ames2015;3.43;236.8;9.67;801.33;809.26;1.29;176.49;26.23;823.65;852.62;2.14
PHZ51;Perse_Ames2015;2.98;214.11;14.85;816.47;830.47;1.03;185.66;36.49;864.51;901.89;1.95
BGEM-0001-N;Perse_Nashua2015;1.78;284.91;NA;NA;NA;2.34;263.48;NA;NA;NA;-0.56
BGEM-0003-N;Perse_Nashua2015;5.11;271.45;NA;NA;NA;2.85;240.29;NA;NA;NA;2.26
BGEM-0005-N;Perse_Nashua2015;6.72;251.26;NA;NA;NA;3.57;231.85;NA;NA;NA;3.15
BGEM-0006-S;Perse_Nashua2015;5.8;266.96;NA;NA;NA;4.05;248.72;NA;NA;NA;1.75
BGEM-0008-S;Perse_Nashua2015;2.97;222.1;NA;NA;NA;2.01;231.85;NA;NA;NA;0.96
BGEM-0010-S;Perse_Nashua2015;5.03;235.56;NA;NA;NA;4.03;240.29;NA;NA;NA;1
BGEM-0011-S;Perse_Nashua2015;6.15;235.56;NA;NA;NA;3.49;219.2;NA;NA;NA;2.66
BGEM-0012-S;Perse_Nashua2015;5.85;206.39;NA;NA;NA;3.59;198.12;NA;NA;NA;2.26
BGEM-0013-S;Perse_Nashua2015;4.03;240.04;NA;NA;NA;3.36;227.64;NA;NA;NA;0.68
BGEM-0018-S;Perse_Nashua2015;3.79;242.29;NA;NA;NA;2.16;244.51;NA;NA;NA;1.64
BGEM-0019-S;Perse_Nashua2015;6.02;257.99;NA;NA;NA;3.68;240.29;NA;NA;NA;2.34
BGEM-0022-S;Perse_Nashua2015;3.81;264.72;NA;NA;NA;2.85;214.99;NA;NA;NA;0.96
BGEM-0023-S;Perse_Nashua2015;5.42;226.58;NA;NA;NA;4.14;229.75;NA;NA;NA;1.28
BGEM-0024-S;Perse_Nashua2015;5.33;235.56;NA;NA;NA;4.92;231.85;NA;NA;NA;0.42
BGEM-0025-S;Perse_Nashua2015;6.4;273.69;NA;NA;NA;3.83;261.37;NA;NA;NA;2.57
BGEM-0026-S;Perse_Nashua2015;2.54;199.66;NA;NA;NA;2.26;168.6;NA;NA;NA;0.28
BGEM-0027-S;Perse_Nashua2015;5.55;251.26;NA;NA;NA;3.38;236.07;NA;NA;NA;2.18
BGEM-0028-S;Perse_Nashua2015;1.48;201.91;NA;NA;NA;2.89;191.79;NA;NA;NA;-1.41
BGEM-0029-S;Perse_Nashua2015;4.12;195.18;NA;NA;NA;4.19;200.23;NA;NA;NA;-0.07
BGEM-0030-S;Perse_Nashua2015;3.41;228.83;NA;NA;NA;2.81;217.09;NA;NA;NA;0.59
BGEM-0031-S;Perse_Nashua2015;6.61;255.75;NA;NA;NA;3.87;225.53;NA;NA;NA;2.74
BGEM-0032-S;Perse_Nashua2015;2.66;204.15;NA;NA;NA;3.01;200.23;NA;NA;NA;-0.35
BGEM-0033-S;Perse_Nashua2015;4.29;253.5;NA;NA;NA;2.64;229.75;NA;NA;NA;1.65
BGEM-0034-S;Perse_Nashua2015;3.71;231.07;NA;NA;NA;3.1;217.09;NA;NA;NA;0.6
BGEM-0035-S;Perse_Nashua2015;3.19;233.31;NA;NA;NA;2.6;223.42;NA;NA;NA;0.59
BGEM-0036-S;Perse_Nashua2015;3.18;206.39;NA;NA;NA;2.24;198.12;NA;NA;NA;0.94
BGEM-0037-S;Perse_Nashua2015;3.95;206.39;NA;NA;NA;3.17;206.55;NA;NA;NA;0.78
BGEM-0039-N;Perse_Nashua2015;3.14;225.69;NA;NA;NA;1.46;198.12;NA;NA;NA;1.68
BGEM-0040-N;Perse_Nashua2015;3.67;242.29;NA;NA;NA;1.59;210.77;NA;NA;NA;2.09
BGEM-0041-S;Perse_Nashua2015;5.13;257.99;NA;NA;NA;4.07;252.94;NA;NA;NA;1.07
BGEM-0042-S;Perse_Nashua2015;3;231.07;NA;NA;NA;3.39;221.31;NA;NA;NA;-0.39
BGEM-0044-S;Perse_Nashua2015;6.7;271.45;NA;NA;NA;4.69;250.83;NA;NA;NA;2.02
BGEM-0045-N;Perse_Nashua2015;4.08;284.91;NA;NA;NA;3.19;265.59;NA;NA;NA;0.89
BGEM-0046-N;Perse_Nashua2015;5.22;253.5;NA;NA;NA;3.05;240.29;NA;NA;NA;2.16
BGEM-0047-S;Perse_Nashua2015;5.26;217.61;NA;NA;NA;3.52;206.55;NA;NA;NA;1.74
BGEM-0048-S;Perse_Nashua2015;6.96;237.8;NA;NA;NA;4.98;227.64;NA;NA;NA;1.98
BGEM-0049-S;Perse_Nashua2015;4.89;251.26;NA;NA;NA;3.76;250.83;NA;NA;NA;1.14
BGEM-0050-S;Perse_Nashua2015;4.23;237.8;NA;NA;NA;3.03;231.85;NA;NA;NA;1.2
BGEM-0051-S;Perse_Nashua2015;5.47;269.21;NA;NA;NA;3.56;212.88;NA;NA;NA;1.92
BGEM-0052-S;Perse_Nashua2015;2.08;226.58;NA;NA;NA;2.28;210.77;NA;NA;NA;-0.21
BGEM-0054-S;Perse_Nashua2015;4.42;249.02;NA;NA;NA;3.54;252.94;NA;NA;NA;0.88
BGEM-0055-S;Perse_Nashua2015;5.29;242.29;NA;NA;NA;3.59;218.78;NA;NA;NA;1.7
BGEM-0059-S;Perse_Nashua2015;3.94;231.07;NA;NA;NA;2.2;206.55;NA;NA;NA;1.74
BGEM-0061-N;Perse_Nashua2015;3.46;217.61;NA;NA;NA;2.59;225.53;NA;NA;NA;0.88
BGEM-0063-N;Perse_Nashua2015;3.92;275.94;NA;NA;NA;2.41;257.16;NA;NA;NA;1.51
BGEM-0066-N;Perse_Nashua2015;3.01;210.88;NA;NA;NA;2.65;191.79;NA;NA;NA;0.36
BGEM-0067-S;Perse_Nashua2015;4.59;251.26;NA;NA;NA;3.66;217.09;NA;NA;NA;0.93
BGEM-0068-S;Perse_Nashua2015;3.98;244.53;NA;NA;NA;2.37;223.42;NA;NA;NA;1.61
BGEM-0070-S;Perse_Nashua2015;3.69;231.07;NA;NA;NA;3.58;223.42;NA;NA;NA;0.1
BGEM-0071-S;Perse_Nashua2015;2.84;240.04;NA;NA;NA;3.43;223.42;NA;NA;NA;-0.59
BGEM-0072-S;Perse_Nashua2015;3.04;262.48;NA;NA;NA;1.87;246.61;NA;NA;NA;1.16
BGEM-0073-S;Perse_Nashua2015;3;215.37;NA;NA;NA;2.61;212.88;NA;NA;NA;0.39
BGEM-0074-S;Perse_Nashua2015;5.31;226.58;NA;NA;NA;3.37;212.88;NA;NA;NA;1.93
BGEM-0078-S;Perse_Nashua2015;3.84;235.56;NA;NA;NA;3.65;217.09;NA;NA;NA;0.18
BGEM-0079-S;Perse_Nashua2015;4.33;242.29;NA;NA;NA;2.61;223.42;NA;NA;NA;1.71
BGEM-0080-S;Perse_Nashua2015;4.23;237.8;NA;NA;NA;5.13;240.29;NA;NA;NA;-0.9
BGEM-0082-S;Perse_Nashua2015;2.91;188.45;NA;NA;NA;2.76;187.58;NA;NA;NA;0.14
BGEM-0083-S;Perse_Nashua2015;5.58;260.23;NA;NA;NA;3.78;240.29;NA;NA;NA;1.8
BGEM-0085-N;Perse_Nashua2015;2.91;235.56;NA;NA;NA;2.53;231.85;NA;NA;NA;0.38
BGEM-0087-N;Perse_Nashua2015;1.62;273.69;NA;NA;NA;1.21;261.37;NA;NA;NA;0.42
BGEM-0088-N;Perse_Nashua2015;2.48;222.1;NA;NA;NA;1.67;214.99;NA;NA;NA;0.81
BGEM-0089-N;Perse_Nashua2015;4.35;217.61;NA;NA;NA;2.26;202.33;NA;NA;NA;2.09
BGEM-0090-N;Perse_Nashua2015;3;255.75;NA;NA;NA;1.93;248.72;NA;NA;NA;1.06
BGEM-0094-S;Perse_Nashua2015;3.54;197.42;NA;NA;NA;3.66;193.9;NA;NA;NA;-0.12
BGEM-0095-S;Perse_Nashua2015;6.45;213.12;NA;NA;NA;3.36;223.42;NA;NA;NA;3.09
BGEM-0097-S;Perse_Nashua2015;5.3;210.88;NA;NA;NA;4.67;200.23;NA;NA;NA;0.64
BGEM-0099-S;Perse_Nashua2015;4.43;215.37;NA;NA;NA;3.47;214.99;NA;NA;NA;0.96
BGEM-0100-S;Perse_Nashua2015;4.04;224.34;NA;NA;NA;4.78;217.09;NA;NA;NA;-0.74
BGEM-0102-N;Perse_Nashua2015;3.22;237.8;NA;NA;NA;2.36;227.64;NA;NA;NA;0.86
BGEM-0107-N;Perse_Nashua2015;6.37;240.04;NA;NA;NA;3.03;227.64;NA;NA;NA;3.34
BGEM-0108-S;Perse_Nashua2015;5.49;249.02;NA;NA;NA;3.4;227.22;NA;NA;NA;2.09
BGEM-0110-N;Perse_Nashua2015;3.66;249.02;NA;NA;NA;4.02;240.29;NA;NA;NA;-0.36
BGEM-0120-N;Perse_Nashua2015;3.72;217.61;NA;NA;NA;2.29;217.09;NA;NA;NA;1.43
BGEM-0121-N;Perse_Nashua2015;4.97;273.69;NA;NA;NA;3.46;261.37;NA;NA;NA;1.51
BGEM-0122-N;Perse_Nashua2015;3.39;244.53;NA;NA;NA;2.87;189.68;NA;NA;NA;0.52
BGEM-0124-N;Perse_Nashua2015;3.02;249.02;NA;NA;NA;2.58;248.72;NA;NA;NA;0.44
BGEM-0125-N;Perse_Nashua2015;4.15;251.26;NA;NA;NA;1.86;250.83;NA;NA;NA;2.3
BGEM-0126-N;Perse_Nashua2015;3.62;237.8;NA;NA;NA;2.21;229.75;NA;NA;NA;1.41
BGEM-0127-N;Perse_Nashua2015;3.32;237.8;NA;NA;NA;3.28;223.42;NA;NA;NA;0.03
BGEM-0129-N;Perse_Nashua2015;2.18;199.66;NA;NA;NA;2.71;191.79;NA;NA;NA;-0.53
BGEM-0130-N;Perse_Nashua2015;3.09;253.5;NA;NA;NA;2.32;229.75;NA;NA;NA;0.77
BGEM-0131-N;Perse_Nashua2015;2.99;222.1;NA;NA;NA;2.05;227.64;NA;NA;NA;0.93
BGEM-0133-S;Perse_Nashua2015;5.76;246.77;NA;NA;NA;3.56;227.64;NA;NA;NA;2.19
BGEM-0134-S;Perse_Nashua2015;5.28;266.96;NA;NA;NA;2.63;250.83;NA;NA;NA;2.65
BGEM-0136-S;Perse_Nashua2015;5.49;219.85;NA;NA;NA;3.44;204.44;NA;NA;NA;2.04
BGEM-0137-S;Perse_Nashua2015;6.76;226.58;NA;NA;NA;4.92;238.18;NA;NA;NA;1.84
BGEM-0138-S;Perse_Nashua2015;4.52;257.99;NA;NA;NA;2.57;236.07;NA;NA;NA;1.95
BGEM-0140-N;Perse_Nashua2015;5.02;242.29;NA;NA;NA;2.61;223.42;NA;NA;NA;2.4
BGEM-0141-N;Perse_Nashua2015;4.66;183.96;NA;NA;NA;4.27;183.36;NA;NA;NA;0.38
BGEM-0143-N;Perse_Nashua2015;4.17;240.04;NA;NA;NA;3.18;236.07;NA;NA;NA;0.99
BGEM-0144-N;Perse_Nashua2015;3.69;244.53;NA;NA;NA;2.53;236.07;NA;NA;NA;1.16
BGEM-0145-N;Perse_Nashua2015;2.79;240.04;NA;NA;NA;2.75;229.75;NA;NA;NA;0.04
BGEM-0146-N;Perse_Nashua2015;2.86;260.23;NA;NA;NA;2.15;240.29;NA;NA;NA;0.71
BGEM-0149-S;Perse_Nashua2015;5.52;235.56;NA;NA;NA;2.86;236.07;NA;NA;NA;2.66
BGEM-0150-S;Perse_Nashua2015;3.99;188.45;NA;NA;NA;3.32;187.58;NA;NA;NA;0.67
BGEM-0151-N;Perse_Nashua2015;4.59;226.58;NA;NA;NA;2.99;206.97;NA;NA;NA;1.6
BGEM-0152-N;Perse_Nashua2015;4.53;244.53;NA;NA;NA;2.88;242.4;NA;NA;NA;1.65
BGEM-0153-S;Perse_Nashua2015;4.67;246.77;NA;NA;NA;4.27;236.07;NA;NA;NA;0.4
BGEM-0154-S;Perse_Nashua2015;4.5;246.77;NA;NA;NA;3.11;242.4;NA;NA;NA;1.39
BGEM-0155-S;Perse_Nashua2015;4.1;264.72;NA;NA;NA;2.97;250.83;NA;NA;NA;1.14
BGEM-0157-N;Perse_Nashua2015;3.81;219.85;NA;NA;NA;2.1;214.99;NA;NA;NA;1.71
BGEM-0158-S;Perse_Nashua2015;6.15;284.91;NA;NA;NA;3.4;259.27;NA;NA;NA;2.76
BGEM-0159-S;Perse_Nashua2015;5.92;273.69;NA;NA;NA;2.48;248.72;NA;NA;NA;3.45
BGEM-0160-S;Perse_Nashua2015;5.1;260.23;NA;NA;NA;2.52;236.07;NA;NA;NA;2.57
BGEM-0161-S;Perse_Nashua2015;5.22;246.77;NA;NA;NA;3.97;244.51;NA;NA;NA;1.26
BGEM-0162-S;Perse_Nashua2015;4.86;228.83;NA;NA;NA;1.5;221.31;NA;NA;NA;3.35
BGEM-0164-S;Perse_Nashua2015;4.49;237.8;NA;NA;NA;3.69;223.42;NA;NA;NA;0.8
BGEM-0165-S;Perse_Nashua2015;3.01;262.48;NA;NA;NA;1.41;206.55;NA;NA;NA;1.6
BGEM-0166-S;Perse_Nashua2015;2.18;278.18;NA;NA;NA;1.51;242.4;NA;NA;NA;0.67
BGEM-0167-S;Perse_Nashua2015;4;240.04;NA;NA;NA;2.35;231.85;NA;NA;NA;1.65
BGEM-0169-S;Perse_Nashua2015;4.15;228.83;NA;NA;NA;2.32;210.77;NA;NA;NA;1.83
BGEM-0170-S;Perse_Nashua2015;4.41;224.34;NA;NA;NA;3.77;217.09;NA;NA;NA;0.64
BGEM-0172-S;Perse_Nashua2015;6.12;296.12;NA;NA;NA;2.92;267.7;NA;NA;NA;3.2
BGEM-0173-S;Perse_Nashua2015;2.92;266.96;NA;NA;NA;2.24;236.07;NA;NA;NA;0.68
BGEM-0174-N;Perse_Nashua2015;5.64;210.88;NA;NA;NA;3.23;212.88;NA;NA;NA;2.41
BGEM-0175-S;Perse_Nashua2015;3.45;235.56;NA;NA;NA;1.93;229.75;NA;NA;NA;1.51
BGEM-0182-N;Perse_Nashua2015;3.62;242.29;NA;NA;NA;2.78;244.51;NA;NA;NA;0.85
BGEM-0184-N;Perse_Nashua2015;3.88;226.58;NA;NA;NA;2.93;209.08;NA;NA;NA;0.95
BGEM-0186-S;Perse_Nashua2015;5.35;235.56;NA;NA;NA;3.77;233.54;NA;NA;NA;1.58
BGEM-0187-S;Perse_Nashua2015;2.66;226.58;NA;NA;NA;2.15;208.66;NA;NA;NA;0.51
BGEM-0188-S;Perse_Nashua2015;4.35;260.23;NA;NA;NA;3.92;263.48;NA;NA;NA;0.43
BGEM-0190-N;Perse_Nashua2015;5.23;217.61;NA;NA;NA;3.52;200.23;NA;NA;NA;1.71
BGEM-0191-N;Perse_Nashua2015;2.7;231.07;NA;NA;NA;1.77;223.42;NA;NA;NA;0.93
BGEM-0192-N;Perse_Nashua2015;1.92;242.29;NA;NA;NA;2.57;244.51;NA;NA;NA;-0.65
BGEM-0193-N;Perse_Nashua2015;4.39;244.53;NA;NA;NA;2;238.18;NA;NA;NA;2.38
BGEM-0196-N;Perse_Nashua2015;1.84;287.15;NA;NA;NA;1.63;274.03;NA;NA;NA;0.21
BGEM-0198-S;Perse_Nashua2015;2.21;273.69;NA;NA;NA;2.4;261.37;NA;NA;NA;-0.19
BGEM-0199-S;Perse_Nashua2015;5.45;266.96;NA;NA;NA;2.24;246.61;NA;NA;NA;3.21
BGEM-0200-S;Perse_Nashua2015;3.66;224.34;NA;NA;NA;4.59;233.96;NA;NA;NA;-0.94
BGEM-0201-N;Perse_Nashua2015;2.78;228.83;NA;NA;NA;2.09;210.77;NA;NA;NA;0.69
BGEM-0202-N;Perse_Nashua2015;3.05;219.85;NA;NA;NA;2.5;202.33;NA;NA;NA;0.55
BGEM-0203-N;Perse_Nashua2015;2.19;244.53;NA;NA;NA;1.58;230.59;NA;NA;NA;0.61
BGEM-0204-N;Perse_Nashua2015;4.26;278.18;NA;NA;NA;3.02;259.27;NA;NA;NA;1.24
BGEM-0205-N;Perse_Nashua2015;4.17;235.56;NA;NA;NA;3.72;229.75;NA;NA;NA;0.45
BGEM-0206-N;Perse_Nashua2015;3.83;240.04;NA;NA;NA;3.12;229.75;NA;NA;NA;0.71
BGEM-0207-N;Perse_Nashua2015;3.77;226.58;NA;NA;NA;2.29;206.55;NA;NA;NA;1.48
BGEM-0209-N;Perse_Nashua2015;4.99;249.02;NA;NA;NA;3.54;242.4;NA;NA;NA;1.45
BGEM-0210-N;Perse_Nashua2015;2.5;251.26;NA;NA;NA;1.71;238.18;NA;NA;NA;0.8
